"Filepath","File","Name","Extension","Filesize","Created","Modified","Retrieved","Error"
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularHDPEPipe_Imperial.xml","AeccCircularHDPEPipe_Imperial.xml","AeccCircularHDPEPipe_Imperial","xml",5141,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularPvcPipe_Imperial.bak","AeccCircularPvcPipe_Imperial.bak","AeccCircularPvcPipe_Imperial","bak",455736,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularPvcPipe_Imperial.bmp","AeccCircularPvcPipe_Imperial.bmp","AeccCircularPvcPipe_Imperial","bmp",120054,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularPvcPipe_Imperial.dwg","AeccCircularPvcPipe_Imperial.dwg","AeccCircularPvcPipe_Imperial","dwg",456820,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularPvcPipe_Imperial.xml","AeccCircularPvcPipe_Imperial.xml","AeccCircularPvcPipe_Imperial","xml",5796,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularSSTPipe_Imperial.bak","AeccCircularSSTPipe_Imperial.bak","AeccCircularSSTPipe_Imperial","bak",511685,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularSSTPipe_Imperial.bmp","AeccCircularSSTPipe_Imperial.bmp","AeccCircularSSTPipe_Imperial","bmp",120054,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularSSTPipe_Imperial.dwg","AeccCircularSSTPipe_Imperial.dwg","AeccCircularSSTPipe_Imperial","dwg",509517,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularSSTPipe_Imperial.xml","AeccCircularSSTPipe_Imperial.xml","AeccCircularSSTPipe_Imperial","xml",5146,"06/13/2018, 11:15:30","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularUKPipe_Imperial.bak","AeccCircularUKPipe_Imperial.bak","AeccCircularUKPipe_Imperial","bak",470419,"06/13/2018, 11:15:31","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularUKPipe_Imperial.bmp","AeccCircularUKPipe_Imperial.bmp","AeccCircularUKPipe_Imperial","bmp",120054,"06/13/2018, 11:15:31","07/02/2015, 10:24:26","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularUKPipe_Imperial.dwg","AeccCircularUKPipe_Imperial.dwg","AeccCircularUKPipe_Imperial","dwg",471507,"06/13/2018, 11:15:31","07/02/2015, 10:24:26","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularUKPipe_Imperial.xml","AeccCircularUKPipe_Imperial.xml","AeccCircularUKPipe_Imperial","xml",5416,"06/13/2018, 11:15:31","07/02/2015, 10:24:26","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularVcpPipe_Imperial.bmp","AeccCircularVcpPipe_Imperial.bmp","AeccCircularVcpPipe_Imperial","bmp",120054,"06/13/2018, 11:15:31","07/02/2015, 10:24:26","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularVcpPipe_Imperial.dwg","AeccCircularVcpPipe_Imperial.dwg","AeccCircularVcpPipe_Imperial","dwg",354159,"06/13/2018, 11:15:31","07/02/2015, 10:24:26","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularVcpPipe_Imperial.xml","AeccCircularVcpPipe_Imperial.xml","AeccCircularVcpPipe_Imperial","xml",4728,"06/13/2018, 11:15:31","07/02/2015, 10:24:26","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Rectangular Pipes\Telecom Ductbank 01.xml.bak","Telecom Ductbank 01.xml.bak","Telecom Ductbank 01.xml","bak",3243,"06/13/2018, 11:15:44","07/02/2015, 10:24:40","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Junction Structures with Frames\SVP23.bmp","SVP23.bmp","SVP23","bmp",120054,"06/13/2018, 11:15:45","07/02/2015, 10:24:46","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Junction Structures with Frames\SVP23.dwg","SVP23.dwg","SVP23","dwg",411974,"06/13/2018, 11:15:45","07/02/2015, 10:24:46","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Junction Structures with Frames\SVP23.xml","SVP23.xml","SVP23","xml",5912,"06/13/2018, 11:15:45","07/02/2015, 10:24:46","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Simple Shapes\AeccSimpleBox_Imperial.bmp","AeccSimpleBox_Imperial.bmp","AeccSimpleBox_Imperial","bmp",120054,"06/13/2018, 11:15:46","07/02/2015, 10:24:53","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Simple Shapes\AeccSimpleBox_Imperial.dwg","AeccSimpleBox_Imperial.dwg","AeccSimpleBox_Imperial","dwg",229962,"06/13/2018, 11:15:46","07/02/2015, 10:24:53","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Simple Shapes\AeccSimpleBox_Imperial.xml","AeccSimpleBox_Imperial.xml","AeccSimpleBox_Imperial","xml",4179,"06/13/2018, 11:15:46","07/02/2015, 10:24:53","10/31/2019, 14:45:50",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Validate\Catalog_Validation_Summary.htm","Catalog_Validation_Summary.htm","Catalog_Validation_Summary","htm",2163,"06/13/2018, 11:15:47","07/02/2015, 10:24:56","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Validate\Hydrant_Validation_Results.txt","Hydrant_Validation_Results.txt","Hydrant_Validation_Results","txt",1598,"06/13/2018, 11:15:47","07/02/2015, 10:24:56","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Structures\Validate\Reducer_Validation_Results.txt","Reducer_Validation_Results.txt","Reducer_Validation_Results","txt",1232,"06/13/2018, 11:15:47","07/02/2015, 10:24:56","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Alignments\Storm Drain Run 01_2105ce10fc17495dab7c381d9034ccc6.xml","Storm Drain Run 01_2105ce10fc17495dab7c381d9034ccc6.xml","Storm Drain Run 01_2105ce10fc17495dab7c381d9034ccc6","xml",858,"06/13/2018, 11:15:52","07/02/2015, 10:23:36","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Alignments\Storm Drain Run 02_cd8c72da1d90472a8929bb215ae9d7ef.xml","Storm Drain Run 02_cd8c72da1d90472a8929bb215ae9d7ef.xml","Storm Drain Run 02_cd8c72da1d90472a8929bb215ae9d7ef","xml",858,"06/13/2018, 11:15:52","07/02/2015, 10:23:36","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\PipeNetworks\Seawater Return_aa7ab13d19034e3dafc098843b8d5ea5.xml","Seawater Return_aa7ab13d19034e3dafc098843b8d5ea5.xml","Seawater Return_aa7ab13d19034e3dafc098843b8d5ea5","xml",862,"06/13/2018, 11:15:52","07/02/2015, 10:23:37","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\PipeNetworks\Seawater Supply_4e211e5a3199448cb42f4a6c01f43ab6.xml","Seawater Supply_4e211e5a3199448cb42f4a6c01f43ab6.xml","Seawater Supply_4e211e5a3199448cb42f4a6c01f43ab6","xml",862,"06/13/2018, 11:15:52","07/02/2015, 10:23:37","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\Building Floor - CBB_7775e10a73ea42dfac7f714360344a65.xml","Building Floor - CBB_7775e10a73ea42dfac7f714360344a65.xml","Building Floor - CBB_7775e10a73ea42dfac7f714360344a65","xml",885,"06/13/2018, 11:15:53","07/02/2015, 10:23:39","10/31/2019, 14:45:51",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\Discovery Trail Surface_3a7b260a5efe411096aa17471214b580.xml","Discovery Trail Surface_3a7b260a5efe411096aa17471214b580.xml","Discovery Trail Surface_3a7b260a5efe411096aa17471214b580","xml",876,"06/13/2018, 11:15:54","07/02/2015, 10:23:41","10/31/2019, 14:45:52",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\Discovery Trail Surface_49bb4772028d49e19649f322811d349f.xml","Discovery Trail Surface_49bb4772028d49e19649f322811d349f.xml","Discovery Trail Surface_49bb4772028d49e19649f322811d349f","xml",854,"06/13/2018, 11:15:54","07/02/2015, 10:23:41","10/31/2019, 14:45:52",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\Main Pedestrian Bridge_31575fd9ad47455cb3f859924b1dbfb0.xml","Main Pedestrian Bridge_31575fd9ad47455cb3f859924b1dbfb0.xml","Main Pedestrian Bridge_31575fd9ad47455cb3f859924b1dbfb0","xml",889,"06/13/2018, 11:15:54","07/02/2015, 10:23:41","10/31/2019, 14:45:52",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\McAllister Median Gore_c0aa8314f8a146b5b30aa6fd4b842369.xml","McAllister Median Gore_c0aa8314f8a146b5b30aa6fd4b842369.xml","McAllister Median Gore_c0aa8314f8a146b5b30aa6fd4b842369","xml",848,"06/13/2018, 11:15:54","07/02/2015, 10:23:41","10/31/2019, 14:45:52",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\Original Survey Surface_6f308729418d44dba7c10e0bcfb5d3a0.xml","Original Survey Surface_6f308729418d44dba7c10e0bcfb5d3a0.xml","Original Survey Surface_6f308729418d44dba7c10e0bcfb5d3a0","xml",849,"06/13/2018, 11:15:54","07/02/2015, 10:23:41","10/31/2019, 14:45:52",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\_Shortcuts\Surfaces\Swale 14 Surface - (20)_c3afd7f4a15c47198da684674b740846.xml","Swale 14 Surface - (20)_c3afd7f4a15c47198da684674b740846.xml","Swale 14 Surface - (20)_c3afd7f4a15c47198da684674b740846","xml",835,"06/13/2018, 11:15:55","07/02/2015, 10:23:42","10/31/2019, 14:45:52",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\Metric Pipes\Circular Pipes\AeccCircularHDPEPipe_Metric.bmp","AeccCircularHDPEPipe_Metric.bmp","AeccCircularHDPEPipe_Metric","bmp",120054,"06/13/2018, 11:23:21","03/02/2011, 14:52:40","10/31/2019, 14:45:59",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\Metric Pipes\Circular Pipes\AeccCircularHDPEPipe_Metric.dwg","AeccCircularHDPEPipe_Metric.dwg","AeccCircularHDPEPipe_Metric","dwg",292795,"06/13/2018, 11:23:22","09/15/2011, 21:19:38","10/31/2019, 14:45:59",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\Metric Pipes\Circular Pipes\AeccCircularHDPEPipe_Metric.xml","AeccCircularHDPEPipe_Metric.xml","AeccCircularHDPEPipe_Metric","xml",6654,"06/13/2018, 11:23:22","03/02/2011, 14:52:40","10/31/2019, 14:45:59",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\Metric Structures\Simple Shapes\AeccSimpleCylinder_Metric.bmp","AeccSimpleCylinder_Metric.bmp","AeccSimpleCylinder_Metric","bmp",120054,"06/13/2018, 11:23:23","03/02/2011, 14:52:50","10/31/2019, 14:45:59",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\Metric Structures\Simple Shapes\AeccSimpleCylinder_Metric.dwg","AeccSimpleCylinder_Metric.dwg","AeccSimpleCylinder_Metric","dwg",263967,"06/13/2018, 11:23:23","09/15/2011, 21:19:50","10/31/2019, 14:45:59",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\Metric Structures\Simple Shapes\AeccSimpleCylinder_Metric.xml","AeccSimpleCylinder_Metric.xml","AeccSimpleCylinder_Metric","xml",3858,"06/13/2018, 11:23:23","03/02/2011, 14:52:50","10/31/2019, 14:45:59",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\US Imperial Pipes\Rectangular Pipes\Telecom Ductbank 01.bak","Telecom Ductbank 01.bak","Telecom Ductbank 01","bak",517530,"06/13/2018, 11:23:37","01/21/2014, 13:10:34","10/31/2019, 14:46:01",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\US Imperial Pipes\Rectangular Pipes\Telecom Ductbank 01.bmp","Telecom Ductbank 01.bmp","Telecom Ductbank 01","bmp",120054,"06/13/2018, 11:23:37","03/02/2011, 14:52:54","10/31/2019, 14:46:01",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\US Imperial Pipes\Rectangular Pipes\Telecom Ductbank 01.dwg","Telecom Ductbank 01.dwg","Telecom Ductbank 01","dwg",518776,"06/13/2018, 11:23:37","01/21/2014, 13:12:38","10/31/2019, 14:46:01",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\US Imperial Structures\Simple Shapes\Survey\Monument.xml.bak","Monument.xml.bak","Monument.xml","bak",3584,"06/13/2018, 11:23:39","07/08/2014, 15:00:58","10/31/2019, 14:46:01",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\US Imperial Structures\Validate\90-1_Validation_Results.txt","90-1_Validation_Results.txt","90-1_Validation_Results","txt",1174,"06/13/2018, 11:23:40","06/16/2011, 15:55:38","10/31/2019, 14:46:01",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infrastructure Conformed Set\4932 Civil\UCSC Infra and CBB xrefs\Data\Pipes Catalog\US Imperial Structures\Validate\Cross_Validation_Results.txt","Cross_Validation_Results.txt","Cross_Validation_Results","txt",1276,"06/13/2018, 11:23:40","06/16/2011, 15:55:38","10/31/2019, 14:46:01",""
